name,|V|,gir,bip,CayTy,|A_v|,[|G_v|],solv,[|ConCyc|]
GHAT[504;55],504,8,nb,Cay,4,[2;2],n-solv,[8s;12s;21s]
GHAT[504;56],504,6,b,n-Cay,4,[2],n-solv,[6s;8s;42s]
GHAT[504;57],504,6,b,n-Cay,4,[2],n-solv,[8s;12s;42s]
GHAT[504;58],504,9,nb,Cay,4,[2;2],n-solv,[9s;18s;18s]
GHAT[504;59],504,8,nb,Cay,4,[2;2],n-solv,[9s;14s;14s]
GHAT[504;60],504,7,nb,Cay,4,[2;2],n-solv,[7s;14s;18s]
GHAT[504;61],504,6,nb,Cay,4,[2;2],n-solv,[6s;9s;14s]
GHAT[504;62],504,7,nb,Cay,4,[2;2],n-solv,[7s;14s;18s]
GHAT[504;63],504,3,nb,Cay,4,[2;2],n-solv,[3s;14s;18s]
GHAT[504;64],504,6,nb,Cay,4,[2;2],n-solv,[6s;7s;18s]
GHAT[504;65],504,8,b,n-Cay,4,[2],n-solv,[18s;18s;18s]
GHAT[504;66],504,6,b,n-Cay,4,[2],n-solv,[14s;14s;18s]
GHAT[504;67],504,8,b,n-Cay,4,[2],n-solv,[14s;14s;18s]
GHAT[504;68],504,8,b,n-Cay,4,[2],n-solv,[14s;14s;18s]
GHAT[504;69],504,6,b,n-Cay,4,[2],n-solv,[6s;14s;18s]
GHAT[504;70],504,6,b,n-Cay,4,[2],n-solv,[6s;14s;18s]
GHAT[504;71],504,6,b,n-Cay,4,[2],n-solv,[6s;14s;18s]
GHAT[504;72],504,4,b,Cay,8,[4],n-solv,[4s;12s;24s]
GHAT[504;73],504,8,b,Cay,8,[4],n-solv,[8s;12s;24s]
GHAT[505;1],505,4,nb,Circ,4,[2;2],solv,[10s;202s;505s]
GHAT[506;1],506,4,b,Circ,4,[2;2;2],solv,[22s;46s;506s]
GHAT[507;1],507,3,nb,Cay,4,[2;2],solv,[3s;6s;26s]
GHAT[507;2],507,4,nb,AbCay,4,[2;2],solv,[26s;39s;78s]
GHAT[507;3],507,4,nb,Circ,4,[2;2],solv,[6s;338s;507s]
GHAT[510;1],510,4,b,Circ,4,[2;2;2],solv,[30s;34s;510s]
GHAT[510;2],510,4,b,Circ,4,[2;2;2],solv,[10s;102s;510s]
GHAT[510;3],510,4,b,Circ,4,[2;2;2],solv,[6s;170s;510s]
GHAT[510;4],510,6,b,Cay,4,[2;2;2],solv,[30s;102s;170s]
GHAT[510;5],510,6,b,Cay,4,[2],solv,[34s;60c;60c]
GHAT[510;6],510,6,b,Cay,4,[2],solv,[10s;204c;204c]
GHAT[510;7],510,6,b,Cay,4,[2],solv,[12c;12c;170s]
GHAT[510;8],510,6,b,Cay,4,[2],solv,[12c;12c;170s]
GHAT[510;9],510,6,nb,n-Cay,4,[2],n-solv,[10s;51s;85s]
GHAT[510;10],510,6,nb,n-Cay,8,[4],n-solv,[6s;85s;102s]
GHAT[511;1],511,4,nb,Circ,4,[2;2],solv,[14s;146s;511s]
GHAT[512;1],512,4,b,AbCay,4,[2;2;2],solv,[8s;128s;128s]
GHAT[512;2],512,4,b,AbCay,4,[2;2;2],solv,[8s;256s;256s]
GHAT[512;3],512,4,b,AbCay,4,[2;2;2],solv,[16s;64s;64s]
GHAT[512;4],512,4,b,AbCay,4,[2;2;2],solv,[16s;128s;128s]
GHAT[512;5],512,6,b,Cay,8,[2;2;4],solv,[8s;64s;64s]
GHAT[512;6],512,6,b,Cay,4,[2;2;2],solv,[8s;128s;128s]
GHAT[512;7],512,6,b,Cay,4,[2;2;2],solv,[16s;64s;64s]
GHAT[512;8],512,6,b,Cay,4,[2;2;2],solv,[16s;128s;128s]
GHAT[512;9],512,6,b,Cay,8,[2;2;4],solv,[8s;128s;128s]
GHAT[512;10],512,4,b,AbCay,8,[2;2;4],solv,[4s;32s;32s]
GHAT[512;11],512,4,b,AbCay,4,[2;2;2],solv,[32s;64s;64s]
GHAT[512;12],512,6,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;13],512,6,b,Cay,4,[2;2;2],solv,[16s;64s;64s]
GHAT[512;14],512,6,b,Cay,4,[2;2;2],solv,[32s;32s;32s]
GHAT[512;15],512,6,b,Cay,4,[2;2;2],solv,[32s;64s;64s]
GHAT[512;16],512,6,b,Cay,4,[2;2;2],solv,[16s;64s;64s]
GHAT[512;17],512,6,b,Cay,4,[2;2;2],solv,[16s;64s;64s]
GHAT[512;18],512,6,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;19],512,6,b,Cay,8,[2;2;4],solv,[8s;64s;64s]
GHAT[512;20],512,8,b,Cay,16,[2;2;8],solv,[8s;32s;32s]
GHAT[512;21],512,8,b,Cay,8,[2;2;4],solv,[8s;64s;64s]
GHAT[512;22],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;23],512,8,b,Cay,4,[2;2;2],solv,[16s;64s;64s]
GHAT[512;24],512,8,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;25],512,8,b,Cay,8,[2;2;4],solv,[8s;64s;64s]
GHAT[512;26],512,8,b,Cay,16,[2;2;8],solv,[8s;64s;64s]
GHAT[512;27],512,4,b,Cay,4,[2;2;2],solv,[4s;32s;32s]
GHAT[512;28],512,4,b,Cay,4,[2;2;2],solv,[4s;64s;64s]
GHAT[512;29],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;30],512,8,b,Cay,4,[2;2;2],solv,[8s;64s;64s]
GHAT[512;31],512,6,b,Cay,8,[2;2;4],solv,[8s;16s;32s]
GHAT[512;32],512,6,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;33],512,6,b,Cay,24,[2;4],solv,[6s;16s;16s]
GHAT[512;34],512,6,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;35],512,6,b,Cay,8,[2;2;4],solv,[16s;16s;32s]
GHAT[512;36],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;37],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;38],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;32s]
GHAT[512;39],512,8,b,Cay,8,[2;2;4],solv,[16s;16s;16s]
GHAT[512;40],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;41],512,8,b,Cay,8,[2;2;4],solv,[16s;16s;32s]
GHAT[512;42],512,6,b,Cay,8,[2;2;4],solv,[16s;32s;32s]
GHAT[512;43],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;44],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;45],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;46],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;47],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;48],512,8,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;49],512,8,b,Cay,8,[2;2;4],solv,[16s;16s;16s]
GHAT[512;50],512,8,b,Cay,8,[2;2;4],solv,[16s;32s;32s]
GHAT[512;51],512,8,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;52],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;53],512,8,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;54],512,8,b,Cay,4,[2;2;2],solv,[16s;16s;16s]
GHAT[512;55],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;56],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;57],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;58],512,8,b,Cay,4,[2;2;2],solv,[16s;16s;16s]
GHAT[512;59],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;60],512,8,b,Cay,32,[2;2;16],solv,[8s;16s;16s]
GHAT[512;61],512,8,b,Cay,16,[2;2;8],solv,[8s;32s;32s]
GHAT[512;62],512,8,b,Cay,4,[2;2;2],solv,[16s;16s;16s]
GHAT[512;63],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;64],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;65],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;66],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;67],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;68],512,8,b,Cay,32,[2;2;16],solv,[8s;32s;32s]
GHAT[512;69],512,8,b,Cay,4,[2;2;2],solv,[16s;64s;64s]
GHAT[512;70],512,8,b,Cay,4,[2;2;2],solv,[16s;64s;64s]
GHAT[512;71],512,4,b,Cay,4,[2;2;2],solv,[4s;16s;16s]
GHAT[512;72],512,4,b,Cay,4,[2;2;2],solv,[4s;32s;32s]
GHAT[512;73],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;74],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;75],512,4,b,Cay,8,[2;2;4],solv,[4s;16s;16s]
GHAT[512;76],512,4,b,Cay,4,[2;2;2],solv,[4s;32s;32s]
GHAT[512;77],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;78],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;79],512,4,b,Cay,4,[2;2;2],solv,[4s;16s;16s]
GHAT[512;80],512,4,b,Cay,4,[2;2;2],solv,[4s;32s;32s]
GHAT[512;81],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;82],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;83],512,4,b,Cay,8,[2;2;4],solv,[4s;32s;32s]
GHAT[512;84],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;85],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;86],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;87],512,8,b,Cay,4,[2;2;2],solv,[8s;32s;32s]
GHAT[512;88],512,8,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;89],512,8,b,Cay,4,[2],solv,[8s;16c;16c]
GHAT[512;90],512,8,b,Cay,4,[2],solv,[8s;32c;32c]
GHAT[512;91],512,8,b,Cay,8,[4],solv,[8s;16c;16c]
GHAT[512;92],512,8,b,Cay,8,[4],solv,[8s;32c;32c]
GHAT[512;93],512,8,b,Cay,4,[2],solv,[16s;16c;16c]
GHAT[512;94],512,8,b,Cay,4,[2],solv,[16s;32c;32c]
GHAT[512;95],512,8,b,Cay,24,[2;4],solv,[12s;16s;16s]
GHAT[512;96],512,8,b,Cay,24,[2;4],solv,[12s;16s;16s]
GHAT[512;97],512,8,b,Cay,4,[2;2;2],solv,[16s;16s;16s]
GHAT[512;98],512,8,b,Cay,32,[2;2;16],solv,[8s;8s;16s]
GHAT[512;99],512,8,b,Cay,4,[2;2;2],solv,[16s;16s;16s]
GHAT[512;100],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;101],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;102],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;103],512,8,b,Cay,8,[2;2;4],solv,[16s;16s;16s]
GHAT[512;104],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;105],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;32s]
GHAT[512;106],512,8,b,Cay,8,[2;2;4],solv,[16s;16s;32s]
GHAT[512;107],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;32s]
GHAT[512;108],512,8,b,Cay,8,[2;2;4],solv,[16s;16s;32s]
GHAT[512;109],512,8,b,Cay,8,[2;2;4],solv,[16s;32s;32s]
GHAT[512;110],512,8,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;111],512,8,b,Cay,8,[2;2;4],solv,[16s;32s;32s]
GHAT[512;112],512,8,b,Cay,8,[2;2;4],solv,[8s;32s;32s]
GHAT[512;113],512,8,b,Cay,32,[2;2;16],solv,[8s;16s;16s]
GHAT[512;114],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;115],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;116],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;117],512,8,b,Cay,8,[2;2;4],solv,[16s;16s;16s]
GHAT[512;118],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;119],512,10,b,Cay,72,[4],solv,[12s;16s;24s]
GHAT[512;120],512,10,b,Cay,4,[2],solv,[16s;32c;32c]
GHAT[512;121],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;122],512,8,b,Cay,4,[2;2;2],solv,[16s;16s;16s]
GHAT[512;123],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;124],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;125],512,8,b,Cay,12,[2],solv,[12c;12c;16s]
GHAT[512;126],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;127],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;128],512,8,b,Cay,4,[2;2;2],solv,[16s;16s;16s]
GHAT[512;129],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;130],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;131],512,8,b,Cay,4,[2;2;2],solv,[16s;16s;16s]
GHAT[512;132],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;133],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;134],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;135],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;136],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;137],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;138],512,8,b,Cay,16,[2;2;8],solv,[8s;8s;16s]
GHAT[512;139],512,8,b,Cay,16,[2;2;8],solv,[8s;16s;16s]
GHAT[512;140],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;141],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;142],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;143],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;144],512,8,b,Cay,24,[2;4],solv,[8s;8s;12s]
GHAT[512;145],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;146],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;147],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;148],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;149],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;150],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;151],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;152],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;153],512,8,b,Cay,4,[2],solv,[8s;16c;16c]
GHAT[512;154],512,8,b,Cay,16,[8],solv,[8s;16c;16c]
GHAT[512;155],512,8,b,Cay,4,[2;2;2],solv,[16s;32s;32s]
GHAT[512;156],512,8,b,Cay,4,[2],solv,[16s;16c;16c]
GHAT[512;157],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;16s]
GHAT[512;158],512,4,b,Cay,4,[2;2;2],solv,[4s;16s;16s]
GHAT[512;159],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;160],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;161],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;16s]
GHAT[512;162],512,4,b,Cay,4,[2;2;2],solv,[4s;16s;16s]
GHAT[512;163],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;164],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;165],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;16s]
GHAT[512;166],512,4,b,Cay,4,[2;2;2],solv,[4s;16s;16s]
GHAT[512;167],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;168],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;169],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;16s]
GHAT[512;170],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;171],512,4,b,Cay,4,[2;2;2],solv,[4s;16s;16s]
GHAT[512;172],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;173],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;174],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;175],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;176],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;177],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;178],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;179],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;180],512,8,b,Cay,4,[2;2;2],solv,[8s;16s;16s]
GHAT[512;181],512,4,b,Cay,8,[2;2;4],solv,[4s;8s;16s]
GHAT[512;182],512,4,b,Cay,16,[2;2;8],solv,[4s;8s;16s]
GHAT[512;183],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;184],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;185],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;186],512,4,b,Cay,16,[2;2;8],solv,[4s;16s;16s]
GHAT[512;187],512,8,b,Cay,8,[2;2;4],solv,[8s;16s;16s]
GHAT[512;188],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;189],512,8,b,Cay,16,[2;2;8],solv,[8s;16s;16s]
GHAT[512;190],512,8,b,Cay,16,[2;2;8],solv,[8s;8s;16s]
GHAT[512;191],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;192],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;16s]
GHAT[512;193],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;194],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;16s]
GHAT[512;195],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;196],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;16s]
GHAT[512;197],512,8,b,Cay,4,[2;2;2],solv,[8s;8s;16s]
GHAT[512;198],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;16s]
GHAT[512;199],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;200],512,8,b,Cay,16,[2;2;8],solv,[8s;8s;16s]
GHAT[512;201],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;202],512,8,b,Cay,8,[2;2;4],solv,[8s;8s;16s]
GHAT[512;203],512,8,b,Cay,4,[2],solv,[8c;8s;8c]
GHAT[512;204],512,8,b,Cay,4,[2],solv,[8s;16c;16c]
GHAT[512;205],512,8,b,Cay,4,[2],solv,[8c;8c;8s]
GHAT[512;206],512,8,b,Cay,4,[2],solv,[8s;16c;16c]
GHAT[512;207],512,4,b,Cay,4,[2;2;2],solv,[4s;8s;32s]
GHAT[513;1],513,4,nb,Circ,4,[2;2],solv,[38s;54s;513s]
GHAT[513;2],513,4,nb,AbCay,4,[2;2],solv,[6s;171s;342s]
GHAT[513;3],513,4,nb,AbCay,4,[2;2],solv,[18s;114s;171s]
GHAT[513;4],513,6,nb,Cay,4,[2;2],solv,[6s;57s;114s]
GHAT[514;1],514,4,b,Circ,4,[2],solv,[4c;4c;514s]
GHAT[515;1],515,4,nb,Circ,4,[2;2],solv,[10s;206s;515s]
GHAT[516;1],516,6,nb,Cay,4,[2;2],solv,[6s;129s;172s]
GHAT[516;2],516,4,b,Circ,4,[2;2;2],solv,[12s;86s;516s]
GHAT[516;3],516,4,b,Circ,4,[2;2;2],solv,[6s;172s;516s]
GHAT[516;4],516,4,b,AbCay,4,[2;2;2],solv,[12s;172s;258s]
GHAT[517;1],517,4,nb,Circ,4,[2;2],solv,[22s;94s;517s]
GHAT[518;1],518,4,b,Circ,4,[2;2;2],solv,[14s;74s;518s]
GHAT[518;2],518,6,b,Cay,4,[2],solv,[28c;28c;74s]
GHAT[519;1],519,4,nb,Circ,4,[2;2],solv,[6s;346s;519s]
GHAT[520;1],520,4,b,Circ,4,[2;2;2],solv,[26s;40s;520s]
GHAT[520;2],520,6,b,Cay,4,[2],solv,[26s;40c;40c]
GHAT[520;3],520,6,b,Cay,4,[2],solv,[10s;104c;104c]
GHAT[520;4],520,6,b,Cay,4,[2],solv,[8c;8c;130s]
GHAT[520;5],520,6,b,Cay,4,[2],solv,[8c;8c;130s]
GHAT[520;6],520,4,b,Circ,4,[2;2;2],solv,[10s;104s;520s]
GHAT[520;7],520,4,b,Circ,4,[2;2;2],solv,[8s;130s;520s]
GHAT[520;8],520,6,b,Cay,4,[2;2;2],solv,[40s;104s;130s]
GHAT[520;9],520,4,b,AbCay,4,[2;2;2],solv,[20s;52s;260s]
GHAT[520;10],520,6,b,Cay,4,[2],solv,[20c;20c;52s]
GHAT[520;11],520,6,b,Cay,4,[2],solv,[20s;52c;52c]
GHAT[520;12],520,4,b,AbCay,4,[2],solv,[4c;4c;260s]
GHAT[520;13],520,4,b,AbCay,4,[2],solv,[4c;4c;260s]
GHAT[520;14],520,4,b,Circ,4,[2;2;2],solv,[40s;52s;520s]
GHAT[520;15],520,6,b,Cay,4,[2],solv,[40c;40c;52s]
GHAT[520;16],520,6,b,Cay,4,[2],solv,[20s;104c;104c]
GHAT[520;17],520,6,b,Cay,4,[2],solv,[8c;8c;260s]
GHAT[520;18],520,6,b,Cay,4,[2],solv,[8c;8c;260s]
GHAT[520;19],520,4,b,Circ,4,[2;2;2],solv,[20s;104s;520s]
GHAT[520;20],520,4,b,Circ,4,[2;2;2],solv,[8s;260s;520s]
GHAT[520;21],520,6,b,Cay,4,[2;2;2],solv,[40s;104s;260s]
GHAT[522;1],522,6,b,Cay,8,[2;4],solv,[6s;116s;174s]
GHAT[522;2],522,4,b,AbCay,4,[2],solv,[4c;4c;174s]
GHAT[522;3],522,4,b,Circ,4,[2;2;2],solv,[18s;58s;522s]
GHAT[522;4],522,4,b,AbCay,4,[2;2;2],solv,[6s;174s;174s]
GHAT[522;5],522,6,b,Cay,4,[2],solv,[36c;36c;58s]
GHAT[525;1],525,6,nb,Cay,4,[2;2],solv,[10s;21s;42s]
GHAT[525;2],525,6,nb,Cay,4,[2;2],solv,[6s;21s;70s]
GHAT[525;3],525,4,nb,Circ,4,[2;2],solv,[14s;150s;525s]
GHAT[525;4],525,4,nb,AbCay,4,[2;2],solv,[10s;105s;210s]
GHAT[525;5],525,4,nb,AbCay,4,[2;2],solv,[30s;70s;105s]
GHAT[525;6],525,4,nb,Circ,4,[2;2],solv,[42s;50s;525s]
GHAT[525;7],525,4,nb,Circ,4,[2;2],solv,[6s;350s;525s]
GHAT[527;1],527,4,nb,Circ,4,[2;2],solv,[34s;62s;527s]
GHAT[528;1],528,6,nb,Cay,4,[2;2],solv,[8s;33s;66s]
GHAT[528;2],528,6,nb,Cay,4,[2;2],solv,[6s;33s;88s]
GHAT[528;3],528,8,b,Cay,4,[2;2;2],solv,[12s;44s;132s]
GHAT[528;4],528,6,b,Cay,4,[2;2;2],solv,[6s;44s;132s]
GHAT[528;5],528,8,b,Cay,4,[2;2;2],solv,[12s;44s;66s]
GHAT[528;6],528,4,b,Circ,4,[2;2;2],solv,[22s;48s;528s]
GHAT[528;7],528,4,b,Circ,4,[2;2;2],solv,[6s;176s;528s]
GHAT[528;8],528,6,b,Cay,4,[2;2;2],solv,[48s;66s;176s]
GHAT[528;9],528,4,b,Circ,4,[2;2;2],solv,[16s;66s;528s]
GHAT[528;10],528,4,b,AbCay,4,[2;2;2],solv,[24s;44s;264s]
GHAT[528;11],528,4,b,AbCay,4,[2;2;2],solv,[12s;88s;264s]
GHAT[528;12],528,6,b,Cay,4,[2;2;2],solv,[24s;88s;132s]
GHAT[528;13],528,4,b,AbCay,4,[2;2;2],solv,[8s;132s;264s]
GHAT[528;14],528,4,b,Circ,4,[2;2;2],solv,[44s;48s;528s]
GHAT[528;15],528,4,b,Circ,4,[2;2;2],solv,[12s;176s;528s]
GHAT[528;16],528,6,b,Cay,4,[2;2;2],solv,[48s;132s;176s]
GHAT[528;17],528,4,b,Circ,4,[2;2;2],solv,[16s;132s;528s]
GHAT[528;18],528,4,b,AbCay,4,[2;2;2],solv,[8s;132s;264s]
GHAT[528;19],528,4,b,AbCay,4,[2;2;2],solv,[24s;88s;132s]
GHAT[528;20],528,6,b,Cay,4,[2;2;2],solv,[12s;88s;264s]
GHAT[528;21],528,6,b,Cay,4,[2;2;2],solv,[24s;44s;264s]
GHAT[528;22],528,6,b,Cay,4,[2;2;2],solv,[12s;44s;132s]
GHAT[528;23],528,6,b,Cay,4,[2;2;2],solv,[8s;66s;132s]
GHAT[528;24],528,6,b,Cay,4,[2;2;2],solv,[6s;88s;132s]
GHAT[528;25],528,6,b,Cay,4,[2;2;2],solv,[12s;66s;88s]
GHAT[528;26],528,6,b,Cay,8,[2;4],solv,[8s;66s;264s]
GHAT[528;27],528,6,b,Cay,4,[2;2;2],solv,[6s;66s;88s]
GHAT[528;28],528,6,b,Cay,8,[2;4],solv,[8s;132s;264s]
GHAT[528;29],528,6,b,Cay,4,[2;2;2],solv,[12s;88s;132s]
GHAT[529;1],529,4,nb,AbCay,8,[2],solv,[4s;23s;46s]
GHAT[530;1],530,4,b,Circ,4,[2;2;2],solv,[10s;106s;530s]
GHAT[530;2],530,6,b,Cay,4,[2],solv,[20c;20c;106s]
GHAT[530;3],530,6,b,Cay,4,[2],solv,[10s;212c;212c]
GHAT[530;4],530,4,b,Circ,4,[2],solv,[4c;4c;530s]
GHAT[530;5],530,4,b,Circ,4,[2],solv,[4c;4c;530s]
GHAT[531;1],531,4,nb,Circ,4,[2;2],solv,[18s;118s;531s]
GHAT[531;2],531,4,nb,AbCay,4,[2;2],solv,[6s;177s;354s]
GHAT[532;1],532,4,b,Circ,4,[2;2;2],solv,[28s;38s;532s]
GHAT[532;2],532,4,b,Circ,4,[2;2;2],solv,[14s;76s;532s]
GHAT[532;3],532,4,b,AbCay,4,[2;2;2],solv,[28s;76s;266s]
GHAT[533;1],533,4,nb,Circ,4,[2;2],solv,[26s;82s;533s]
GHAT[534;1],534,4,b,Circ,4,[2;2;2],solv,[6s;178s;534s]
GHAT[534;2],534,6,b,Cay,4,[2],solv,[12c;12c;178s]
GHAT[535;1],535,4,nb,Circ,4,[2;2],solv,[10s;214s;535s]
GHAT[536;1],536,4,b,Circ,4,[2;2;2],solv,[8s;134s;536s]
GHAT[536;2],536,4,b,Circ,4,[2;2;2],solv,[8s;268s;536s]
