name,|V|,gir,bip,CayTy,|A_v|,[|G_v|],solv,[|ConCyc|]
GHAT[864;202],864,4,b,AbCay,4,[2;2;2],solv,[8s;432s;432s]
GHAT[864;203],864,4,b,AbCay,4,[2;2;2],solv,[24s;144s;144s]
GHAT[864;204],864,6,b,Cay,4,[2;2;2],solv,[24s;144s;144s]
GHAT[864;205],864,4,b,AbCay,4,[2;2;2],solv,[48s;72s;144s]
GHAT[864;206],864,8,b,Cay,4,[2;2;2],solv,[24s;48s;48s]
GHAT[864;207],864,6,b,Cay,4,[2;2;2],solv,[24s;48s;48s]
GHAT[864;208],864,6,b,Cay,4,[2;2;2],solv,[48s;72s;144s]
GHAT[864;209],864,8,b,Cay,4,[2;2;2],solv,[24s;48s;48s]
GHAT[864;210],864,6,b,Cay,4,[2;2;2],solv,[48s;72s;144s]
GHAT[864;211],864,4,b,AbCay,4,[2;2;2],solv,[16s;216s;432s]
GHAT[864;212],864,8,b,Cay,4,[2;2;2],solv,[24s;48s;48s]
GHAT[864;213],864,6,b,Cay,4,[2;2;2],solv,[48s;72s;144s]
GHAT[864;214],864,6,b,Cay,4,[2;2;2],solv,[16s;216s;432s]
GHAT[864;215],864,6,b,Cay,4,[2;2;2],solv,[12s;72s;72s]
GHAT[864;216],864,6,b,Cay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[864;217],864,8,b,Cay,4,[2;2;2],solv,[12s;24s;24s]
GHAT[864;218],864,6,b,Cay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[864;219],864,6,b,Cay,4,[2;2;2],solv,[8s;108s;216s]
GHAT[864;220],864,6,b,Cay,4,[2;2;2],solv,[12s;144s;144s]
GHAT[864;221],864,6,b,Cay,4,[2;2;2],solv,[36s;48s;144s]
GHAT[864;222],864,8,b,Cay,4,[2;2;2],solv,[12s;48s;48s]
GHAT[864;223],864,6,b,Cay,4,[2;2;2],solv,[36s;48s;144s]
GHAT[864;224],864,6,b,Cay,4,[2;2;2],solv,[16s;108s;432s]
GHAT[864;225],864,6,b,Cay,8,[2;2;4],solv,[8s;216s;216s]
GHAT[864;226],864,6,b,Cay,4,[2;2;2],solv,[24s;72s;72s]
GHAT[864;227],864,8,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;228],864,8,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;229],864,8,b,Cay,4,[2;2;2],solv,[24s;36s;36s]
GHAT[864;230],864,8,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;231],864,8,b,Cay,4,[2;2;2],solv,[24s;72s;72s]
GHAT[864;232],864,8,b,Cay,8,[4],solv,[8s;54s;108s]
GHAT[864;233],864,6,b,Cay,8,[2;2;4],solv,[8s;108s;216s]
GHAT[864;234],864,6,b,Cay,4,[2;2;2],solv,[24s;36s;36s]
GHAT[864;235],864,8,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;236],864,6,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;237],864,6,b,Cay,8,[2;2;4],solv,[8s;108s;216s]
GHAT[864;238],864,6,b,Cay,4,[2;2;2],solv,[24s;72s;72s]
GHAT[864;239],864,8,b,Cay,4,[2;2;2],solv,[24s;72s;72s]
GHAT[864;240],864,6,b,Cay,4,[2;2;2],solv,[24s;24s;24s]
GHAT[864;241],864,8,b,Cay,4,[2;2;2],solv,[24s;36s;36s]
GHAT[864;242],864,8,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;243],864,8,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;244],864,8,b,Cay,4,[2;2;2],solv,[24s;72s;72s]
GHAT[864;245],864,8,b,Cay,4,[2;2;2],solv,[24s;72s;72s]
GHAT[864;246],864,8,b,Cay,4,[2;2;2],solv,[24s;24s;24s]
GHAT[864;247],864,6,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;248],864,8,b,Cay,4,[2;2;2],solv,[24s;36s;36s]
GHAT[864;249],864,6,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;250],864,10,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;251],864,8,b,Cay,4,[2;2;2],solv,[24s;36s;36s]
GHAT[864;252],864,8,b,Cay,4,[2;2;2],solv,[8s;108s;108s]
GHAT[864;253],864,8,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;254],864,8,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;255],864,6,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;256],864,8,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;257],864,6,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;258],864,10,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;259],864,8,b,Cay,4,[2;2;2],solv,[12s;36s;72s]
GHAT[864;260],864,4,b,Cay,4,[2;2;2],solv,[4s;108s;216s]
GHAT[864;261],864,8,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[864;262],864,8,b,Cay,4,[2;2;2],solv,[24s;36s;36s]
GHAT[864;263],864,6,b,Cay,4,[2;2;2],solv,[6s;36s;72s]
GHAT[864;264],864,8,b,Cay,4,[2;2;2],solv,[18s;24s;36s]
GHAT[864;265],864,6,b,Cay,4,[2;2;2],solv,[6s;12s;24s]
GHAT[864;266],864,6,b,Cay,4,[2;2;2],solv,[6s;12s;24s]
GHAT[864;267],864,8,b,Cay,4,[2;2;2],solv,[18s;24s;36s]
GHAT[864;268],864,8,b,Cay,4,[2;2;2],solv,[8s;54s;108s]
GHAT[864;269],864,6,b,Cay,4,[2;2;2],solv,[6s;12s;24s]
GHAT[864;270],864,8,b,Cay,4,[2;2;2],solv,[12s;18s;72s]
GHAT[864;271],864,6,b,Cay,4,[2;2;2],solv,[6s;36s;72s]
GHAT[864;272],864,8,b,Cay,4,[2;2;2],solv,[12s;18s;72s]
GHAT[864;273],864,6,b,Cay,4,[2;2;2],solv,[6s;12s;24s]
GHAT[864;274],864,6,b,Cay,4,[2;2;2],solv,[6s;12s;24s]
GHAT[864;275],864,8,b,Cay,4,[2;2;2],solv,[12s;18s;72s]
GHAT[864;276],864,4,b,Cay,4,[2;2;2],solv,[4s;54s;216s]
GHAT[864;277],864,6,b,Cay,4,[2;2;2],solv,[6s;12s;24s]
GHAT[864;278],864,8,b,Cay,4,[2;2;2],solv,[18s;24s;36s]
GHAT[864;279],864,6,b,n-Cay,4,[2],solv,[8s;432s;432s]
GHAT[864;280],864,6,nb,Cay,4,[2;2],solv,[6s;18s;36s]
GHAT[864;281],864,6,nb,Cay,4,[2;2],solv,[6s;18s;36s]
GHAT[864;282],864,6,nb,Cay,4,[2;2],solv,[6s;6s;12s]
GHAT[864;283],864,6,nb,Cay,4,[2;2],solv,[18s;24s;72s]
GHAT[864;284],864,6,nb,Cay,4,[2;2],solv,[9s;24s;72s]
GHAT[864;285],864,6,nb,Cay,8,[2],solv,[6s;24s;24s]
GHAT[864;286],864,3,nb,Cay,8,[2],solv,[3s;24s;24s]
GHAT[864;287],864,8,nb,n-Cay,8,[4],solv,[8s;27s;54s]
GHAT[864;288],864,8,nb,n-Cay,16,[8],solv,[8s;54s;108s]
GHAT[864;289],864,8,nb,n-Cay,16,[8],solv,[8s;27s;108s]
GHAT[865;1],865,4,nb,Circ,4,[2;2],solv,[10s;346s;865s]
GHAT[866;1],866,4,b,Circ,4,[2],solv,[4c;4c;866s]
GHAT[867;1],867,3,nb,Cay,4,[2;2],solv,[3s;6s;34s]
GHAT[867;2],867,4,nb,AbCay,4,[2;2],solv,[34s;51s;102s]
GHAT[867;3],867,4,nb,Circ,4,[2;2],solv,[6s;578s;867s]
GHAT[868;1],868,4,b,Circ,4,[2;2;2],solv,[28s;62s;868s]
GHAT[868;2],868,4,b,Circ,4,[2;2;2],solv,[14s;124s;868s]
GHAT[868;3],868,4,b,AbCay,4,[2;2;2],solv,[28s;124s;434s]
GHAT[869;1],869,4,nb,Circ,4,[2;2],solv,[22s;158s;869s]
GHAT[870;1],870,4,b,Circ,4,[2;2;2],solv,[30s;58s;870s]
GHAT[870;2],870,4,b,Circ,4,[2;2;2],solv,[10s;174s;870s]
GHAT[870;3],870,4,b,Circ,4,[2;2;2],solv,[6s;290s;870s]
GHAT[870;4],870,6,b,Cay,4,[2;2;2],solv,[30s;174s;290s]
GHAT[870;5],870,6,b,Cay,4,[2],solv,[58s;60c;60c]
GHAT[870;6],870,6,b,Cay,4,[2],solv,[10s;348c;348c]
GHAT[870;7],870,6,b,Cay,4,[2],solv,[12c;12c;290s]
GHAT[870;8],870,6,b,Cay,4,[2],solv,[12c;12c;290s]
GHAT[870;9],870,6,nb,n-Cay,4,[2],n-solv,[10s;87s;145s]
GHAT[870;10],870,6,nb,n-Cay,8,[4],n-solv,[6s;145s;174s]
GHAT[871;1],871,4,nb,Circ,4,[2;2],solv,[26s;134s;871s]
GHAT[872;1],872,4,b,Circ,4,[2;2;2],solv,[8s;218s;872s]
GHAT[872;2],872,6,b,Cay,4,[2],solv,[8c;8c;218s]
GHAT[872;3],872,4,b,AbCay,4,[2],solv,[4c;4c;436s]
GHAT[872;4],872,4,b,Circ,4,[2;2;2],solv,[8s;436s;872s]
GHAT[872;5],872,6,b,Cay,4,[2],solv,[8c;8c;436s]
GHAT[873;1],873,4,nb,Circ,4,[2;2],solv,[18s;194s;873s]
GHAT[873;2],873,4,nb,AbCay,4,[2;2],solv,[6s;291s;582s]
GHAT[874;1],874,4,b,Circ,4,[2;2;2],solv,[38s;46s;874s]
GHAT[875;1],875,4,nb,Circ,4,[2;2],solv,[14s;250s;875s]
GHAT[875;2],875,4,nb,AbCay,4,[2;2],solv,[10s;175s;350s]
GHAT[875;3],875,4,nb,AbCay,4,[2;2],solv,[50s;70s;175s]
GHAT[875;4],875,8,nb,Cay,4,[2;2],solv,[10s;35s;70s]
GHAT[876;1],876,6,nb,Cay,4,[2;2],solv,[6s;219s;292s]
GHAT[876;2],876,4,b,Circ,4,[2;2;2],solv,[12s;146s;876s]
GHAT[876;3],876,6,b,Cay,4,[2],solv,[12c;12c;146s]
GHAT[876;4],876,4,b,Circ,4,[2;2;2],solv,[6s;292s;876s]
GHAT[876;5],876,4,b,AbCay,4,[2;2;2],solv,[12s;292s;438s]
GHAT[879;1],879,4,nb,Circ,4,[2;2],solv,[6s;586s;879s]
GHAT[880;1],880,8,nb,Cay,4,[2;2],solv,[10s;44s;55s]
GHAT[880;2],880,4,b,Circ,4,[2;2;2],solv,[22s;80s;880s]
GHAT[880;3],880,6,b,Cay,4,[2],solv,[10s;176c;176c]
GHAT[880;4],880,4,b,Circ,4,[2;2;2],solv,[10s;176s;880s]
GHAT[880;5],880,6,b,Cay,4,[2;2;2],solv,[80s;110s;176s]
GHAT[880;6],880,4,b,Circ,4,[2;2;2],solv,[16s;110s;880s]
GHAT[880;7],880,4,b,AbCay,4,[2;2;2],solv,[40s;44s;440s]
GHAT[880;8],880,4,b,AbCay,4,[2;2;2],solv,[20s;88s;440s]
GHAT[880;9],880,4,b,AbCay,4,[2;2;2],solv,[8s;220s;440s]
GHAT[880;10],880,6,b,Cay,4,[2;2;2],solv,[40s;88s;220s]
GHAT[880;11],880,6,b,Cay,4,[2],solv,[20s;88c;88c]
GHAT[880;12],880,4,b,Circ,4,[2;2;2],solv,[44s;80s;880s]
GHAT[880;13],880,6,b,Cay,4,[2],solv,[20s;176c;176c]
GHAT[880;14],880,4,b,Circ,4,[2;2;2],solv,[20s;176s;880s]
GHAT[880;15],880,6,b,Cay,4,[2;2;2],solv,[80s;176s;220s]
GHAT[880;16],880,4,b,Circ,4,[2;2;2],solv,[16s;220s;880s]
GHAT[880;17],880,4,b,AbCay,4,[2;2;2],solv,[8s;220s;440s]
GHAT[880;18],880,6,b,Cay,4,[2;2;2],solv,[20s;88s;440s]
GHAT[880;19],880,4,b,AbCay,4,[2;2;2],solv,[40s;88s;220s]
GHAT[880;20],880,6,b,Cay,4,[2;2;2],solv,[40s;44s;440s]
GHAT[880;21],880,6,b,Cay,4,[2;2;2],solv,[20s;44s;220s]
GHAT[880;22],880,6,b,Cay,4,[2],solv,[20s;44c;44c]
GHAT[880;23],880,6,b,Cay,4,[2],solv,[20s;88c;88c]
GHAT[880;24],880,8,nb,n-Cay,8,[4],solv,[8s;55s;220s]
GHAT[880;25],880,8,nb,n-Cay,8,[4],solv,[8s;110s;220s]
GHAT[880;26],880,8,nb,n-Cay,4,[2],solv,[8s;55s;110s]
GHAT[882;1],882,4,b,AbCay,8,[2;4],solv,[4s;42s;42s]
GHAT[882;2],882,6,b,Cay,4,[2;2;2],solv,[6s;6s;42s]
GHAT[882;3],882,6,b,Cay,4,[2;2;2],solv,[6s;6s;42s]
GHAT[882;4],882,6,b,Cay,4,[2;2;2],solv,[14s;18s;18s]
GHAT[882;5],882,6,b,Cay,8,[2;4],solv,[14s;36s;126s]
GHAT[882;6],882,6,b,Cay,8,[2;4],solv,[6s;196s;294s]
GHAT[882;7],882,4,b,AbCay,4,[2;2;2],solv,[14s;126s;126s]
GHAT[882;8],882,8,b,Cay,4,[2],solv,[14s;18c;18c]
GHAT[882;9],882,4,b,Circ,4,[2;2;2],solv,[18s;98s;882s]
GHAT[882;10],882,4,b,AbCay,4,[2;2;2],solv,[6s;294s;294s]
GHAT[882;11],882,6,b,Cay,4,[2;2;2],solv,[42s;42s;42s]
GHAT[882;12],882,6,b,Cay,16,[2;8],n-solv,[6s;42s;168s]
GHAT[884;1],884,4,b,Circ,4,[2;2;2],solv,[34s;52s;884s]
GHAT[884;2],884,6,b,Cay,4,[2],solv,[34s;52c;52c]
GHAT[884;3],884,6,b,Cay,4,[2],solv,[26s;68c;68c]
GHAT[884;4],884,4,b,AbCay,4,[2],solv,[4c;4c;442s]
GHAT[884;5],884,4,b,AbCay,4,[2],solv,[4c;4c;442s]
GHAT[884;6],884,4,b,Circ,4,[2;2;2],solv,[26s;68s;884s]
GHAT[884;7],884,4,b,AbCay,4,[2;2;2],solv,[52s;68s;442s]
GHAT[885;1],885,4,nb,Circ,4,[2;2],solv,[30s;118s;885s]
GHAT[885;2],885,4,nb,Circ,4,[2;2],solv,[10s;354s;885s]
GHAT[885;3],885,4,nb,Circ,4,[2;2],solv,[6s;590s;885s]
GHAT[888;1],888,6,b,Cay,4,[2;2;2],solv,[6s;148s;222s]
GHAT[888;2],888,8,b,Cay,4,[2],solv,[12c;12c;148s]
GHAT[888;3],888,4,b,Circ,4,[2;2;2],solv,[24s;74s;888s]
GHAT[888;4],888,6,b,Cay,4,[2],solv,[24c;24c;74s]
GHAT[888;5],888,4,b,Circ,4,[2;2;2],solv,[6s;296s;888s]
GHAT[888;6],888,4,b,Circ,4,[2;2;2],solv,[8s;222s;888s]
GHAT[888;7],888,6,b,Cay,4,[2;2;2],solv,[24s;222s;296s]
GHAT[888;8],888,4,b,AbCay,4,[2;2;2],solv,[12s;148s;444s]
GHAT[888;9],888,6,b,Cay,4,[2],solv,[12c;12c;148s]
GHAT[888;10],888,4,b,Circ,4,[2;2;2],solv,[24s;148s;888s]
GHAT[888;11],888,6,b,Cay,4,[2],solv,[24c;24c;148s]
GHAT[888;12],888,4,b,Circ,4,[2;2;2],solv,[12s;296s;888s]
GHAT[888;13],888,6,b,Cay,4,[2;2;2],solv,[24s;296s;444s]
GHAT[888;14],888,4,b,Circ,4,[2;2;2],solv,[8s;444s;888s]
GHAT[888;15],888,6,nb,Cay,4,[2;2],solv,[8s;111s;444s]
GHAT[888;16],888,6,nb,Cay,4,[2;2],solv,[8s;222s;444s]
GHAT[888;17],888,6,nb,Cay,4,[2;2],solv,[12s;111s;296s]
GHAT[888;18],888,6,nb,Cay,4,[2;2],solv,[12s;222s;296s]
GHAT[889;1],889,4,nb,Circ,4,[2;2],solv,[14s;254s;889s]
GHAT[890;1],890,4,b,Circ,4,[2;2;2],solv,[10s;178s;890s]
GHAT[890;2],890,6,b,Cay,4,[2],solv,[20c;20c;178s]
GHAT[890;3],890,6,b,Cay,4,[2],solv,[10s;356c;356c]
GHAT[890;4],890,4,b,Circ,4,[2],solv,[4c;4c;890s]
GHAT[890;5],890,4,b,Circ,4,[2],solv,[4c;4c;890s]
GHAT[891;1],891,4,nb,Circ,4,[2;2],solv,[22s;162s;891s]
GHAT[891;2],891,4,nb,AbCay,4,[2;2],solv,[6s;297s;594s]
GHAT[891;3],891,4,nb,AbCay,4,[2;2],solv,[54s;66s;297s]
GHAT[891;4],891,4,nb,AbCay,4,[2;2],solv,[18s;99s;198s]
GHAT[891;5],891,6,nb,Cay,4,[2;2],solv,[6s;99s;198s]
GHAT[891;6],891,8,nb,Cay,4,[2;2],solv,[18s;66s;99s]
GHAT[891;7],891,6,nb,Cay,4,[2;2],solv,[6s;66s;99s]
GHAT[891;8],891,6,nb,Cay,16,[2;8],solv,[6s;66s;99s]
GHAT[891;9],891,6,nb,Cay,4,[2;2],solv,[6s;99s;198s]
GHAT[891;10],891,8,nb,Cay,4,[2;2],solv,[18s;66s;99s]
GHAT[891;11],891,6,nb,Cay,4,[2;2],solv,[6s;33s;198s]
GHAT[891;12],891,6,nb,Cay,4,[2;2],solv,[18s;33s;66s]
GHAT[893;1],893,4,nb,Circ,4,[2;2],solv,[38s;94s;893s]
GHAT[894;1],894,4,b,Circ,4,[2;2;2],solv,[6s;298s;894s]
GHAT[894;2],894,6,b,Cay,4,[2],solv,[12c;12c;298s]
GHAT[895;1],895,4,nb,Circ,4,[2;2],solv,[10s;358s;895s]
GHAT[896;1],896,8,b,Cay,32,[16],solv,[8s;28s;56s]
GHAT[896;2],896,8,b,Cay,32,[16],solv,[8s;28s;56s]
GHAT[896;3],896,4,b,Circ,4,[2;2;2],solv,[14s;128s;896s]
GHAT[896;4],896,4,b,AbCay,4,[2;2;2],solv,[28s;64s;448s]
GHAT[896;5],896,4,b,Circ,4,[2;2;2],solv,[28s;128s;896s]
GHAT[896;6],896,4,b,AbCay,4,[2;2;2],solv,[8s;224s;224s]
GHAT[896;7],896,6,b,Cay,4,[2;2;2],solv,[32s;56s;224s]
GHAT[896;8],896,4,b,AbCay,4,[2;2;2],solv,[32s;56s;224s]
GHAT[896;9],896,4,b,AbCay,4,[2;2;2],solv,[8s;448s;448s]
GHAT[896;10],896,6,b,Cay,4,[2;2;2],solv,[56s;64s;448s]
GHAT[896;11],896,4,b,AbCay,4,[2;2;2],solv,[56s;64s;448s]
GHAT[896;12],896,6,b,Cay,4,[2;2;2],solv,[28s;32s;224s]
GHAT[896;13],896,6,b,Cay,4,[2;2;2],solv,[28s;64s;448s]
GHAT[896;14],896,4,b,AbCay,4,[2;2;2],solv,[16s;112s;112s]
GHAT[896;15],896,6,b,Cay,8,[2;2;4],solv,[16s;28s;112s]
GHAT[896;16],896,4,b,AbCay,4,[2;2;2],solv,[16s;224s;224s]
GHAT[896;17],896,6,b,Cay,4,[2;2;2],solv,[32s;112s;224s]
GHAT[896;18],896,4,b,AbCay,4,[2;2;2],solv,[32s;112s;224s]
GHAT[896;19],896,6,b,Cay,8,[2;2;4],solv,[8s;112s;112s]
GHAT[896;20],896,6,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;21],896,6,b,Cay,4,[2;2;2],solv,[8s;224s;224s]
GHAT[896;22],896,6,b,Cay,4,[2;2;2],solv,[32s;56s;224s]
GHAT[896;23],896,6,b,Cay,4,[2;2;2],solv,[32s;56s;224s]
GHAT[896;24],896,6,b,Cay,4,[2;2;2],solv,[16s;112s;112s]
GHAT[896;25],896,6,b,Cay,4,[2;2;2],solv,[16s;112s;112s]
GHAT[896;26],896,6,b,Cay,4,[2;2;2],solv,[16s;112s;112s]
GHAT[896;27],896,6,b,Cay,4,[2;2;2],solv,[16s;224s;224s]
GHAT[896;28],896,6,b,Cay,4,[2;2;2],solv,[32s;112s;224s]
GHAT[896;29],896,6,b,Cay,4,[2;2;2],solv,[32s;112s;224s]
GHAT[896;30],896,6,b,Cay,8,[2;2;4],solv,[8s;224s;224s]
GHAT[896;31],896,6,b,Cay,4,[2;2;2],solv,[32s;56s;224s]
GHAT[896;32],896,8,b,Cay,4,[2;2;2],solv,[16s;28s;112s]
GHAT[896;33],896,8,b,Cay,4,[2;2;2],solv,[28s;32s;224s]
GHAT[896;34],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;35],896,8,b,Cay,4,[2;2;2],solv,[32s;56s;224s]
GHAT[896;36],896,6,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;37],896,6,b,Cay,8,[2;2;4],solv,[8s;56s;112s]
GHAT[896;38],896,6,b,Cay,4,[2;2;2],solv,[16s;112s;112s]
GHAT[896;39],896,6,b,Cay,8,[2;2;4],solv,[16s;56s;112s]
GHAT[896;40],896,6,b,Cay,8,[2;2;4],solv,[8s;56s;112s]
GHAT[896;41],896,8,b,Cay,16,[2;2;8],solv,[8s;56s;112s]
GHAT[896;42],896,8,b,Cay,8,[2;2;4],solv,[8s;112s;112s]
GHAT[896;43],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;44],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;45],896,8,b,Cay,8,[2;2;4],solv,[8s;56s;112s]
GHAT[896;46],896,8,b,Cay,8,[2;2;4],solv,[8s;56s;112s]
GHAT[896;47],896,8,b,Cay,16,[2;2;8],solv,[8s;56s;112s]
GHAT[896;48],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;49],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;50],896,4,b,Cay,4,[2;2;2],solv,[4s;56s;56s]
GHAT[896;51],896,8,b,Cay,4,[2;2;2],solv,[8s;28s;56s]
GHAT[896;52],896,8,b,Cay,4,[2;2;2],solv,[8s;28s;56s]
GHAT[896;53],896,4,b,Cay,4,[2;2;2],solv,[4s;112s;112s]
GHAT[896;54],896,8,b,Cay,4,[2;2;2],solv,[16s;28s;112s]
GHAT[896;55],896,8,b,Cay,4,[2;2;2],solv,[16s;28s;112s]
GHAT[896;56],896,8,b,Cay,4,[2;2;2],solv,[8s;56s;56s]
GHAT[896;57],896,8,b,Cay,4,[2;2;2],solv,[8s;56s;56s]
GHAT[896;58],896,8,b,Cay,4,[2;2;2],solv,[8s;56s;56s]
GHAT[896;59],896,8,b,Cay,4,[2;2;2],solv,[8s;112s;112s]
GHAT[896;60],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;61],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;62],896,8,b,Cay,4,[2;2;2],solv,[8s;28s;56s]
GHAT[896;63],896,8,b,Cay,4,[2;2;2],solv,[16s;28s;112s]
GHAT[896;64],896,8,b,Cay,4,[2;2;2],solv,[8s;56s;56s]
GHAT[896;65],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;66],896,8,b,Cay,4,[2;2;2],solv,[8s;56s;56s]
GHAT[896;67],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;68],896,8,b,Cay,4,[2;2;2],solv,[8s;56s;56s]
GHAT[896;69],896,8,b,Cay,4,[2;2;2],solv,[16s;56s;112s]
GHAT[896;70],896,4,b,Cay,4,[2;2;2],solv,[4s;28s;112s]
GHAT[896;71],896,4,b,Cay,4,[2;2;2],solv,[4s;56s;112s]
GHAT[896;72],896,8,b,Cay,4,[2;2;2],solv,[16s;28s;56s]
GHAT[896;73],896,8,b,Cay,4,[2;2;2],solv,[8s;28s;112s]
GHAT[896;74],896,8,b,Cay,4,[2;2;2],solv,[8s;56s;112s]
GHAT[896;75],896,7,nb,Cay,4,[2;2],solv,[7s;8s;28s]
GHAT[896;76],896,8,nb,Cay,4,[2;2],solv,[8s;14s;28s]
GHAT[896;77],896,7,nb,Cay,4,[2;2],solv,[7s;8s;28s]
GHAT[896;78],896,8,nb,Cay,4,[2;2],solv,[8s;14s;28s]
GHAT[896;79],896,4,nb,Cay,4,[2;2],solv,[4s;7s;14s]
GHAT[896;80],896,4,nb,Cay,4,[2;2],solv,[4s;14s;14s]
GHAT[896;81],896,4,nb,Cay,4,[2;2],solv,[4s;7s;28s]
GHAT[896;82],896,4,nb,Cay,4,[2;2],solv,[4s;14s;28s]
GHAT[896;83],896,7,nb,Cay,4,[2;2],solv,[7s;8s;14s]
GHAT[896;84],896,8,nb,Cay,4,[2;2],solv,[8s;14s;14s]
GHAT[896;85],896,7,nb,Cay,4,[2;2],solv,[7s;8s;14s]
GHAT[896;86],896,8,nb,Cay,4,[2;2],solv,[8s;14s;14s]
GHAT[896;87],896,4,nb,Cay,4,[2;2],solv,[4s;7s;28s]
GHAT[896;88],896,4,nb,Cay,4,[2;2],solv,[4s;14s;28s]
GHAT[896;89],896,8,b,Cay,16,[8],solv,[8s;14s;56s]
GHAT[896;90],896,8,b,n-Cay,8,[4],solv,[8s;14s;28s]
GHAT[896;91],896,4,b,n-Cay,8,[4],solv,[4s;14s;28s]
GHAT[896;92],896,4,b,Cay,16,[8],solv,[4s;14s;56s]
GHAT[896;93],896,8,b,n-Cay,8,[4],solv,[8s;14s;28s]
GHAT[896;94],896,8,b,Cay,16,[8],solv,[8s;14s;28s]
GHAT[896;95],896,8,b,Cay,16,[8],solv,[8s;28s;56s]
GHAT[896;96],896,4,b,Cay,16,[8],solv,[4s;28s;56s]
GHAT[896;97],896,8,b,Cay,16,[8],solv,[8s;28s;28s]
GHAT[896;98],896,7,nb,n-Cay,4,[2],solv,[7s;8s;14s]
GHAT[896;99],896,8,nb,n-Cay,4,[2],solv,[8s;14s;14s]
GHAT[896;100],896,7,nb,n-Cay,8,[4],solv,[7s;8s;28s]
GHAT[896;101],896,8,nb,n-Cay,8,[4],solv,[8s;14s;28s]
GHAT[896;102],896,8,nb,n-Cay,8,[4],solv,[8s;14s;28s]
GHAT[896;103],896,8,nb,n-Cay,8,[4],solv,[8s;14s;28s]
GHAT[896;104],896,7,nb,n-Cay,4,[2],solv,[7s;8s;14s]
GHAT[896;105],896,8,nb,n-Cay,4,[2],solv,[8s;14s;14s]
GHAT[896;106],896,7,nb,n-Cay,4,[2],solv,[7s;8s;14s]
GHAT[896;107],896,8,nb,n-Cay,4,[2],solv,[8s;14s;14s]
GHAT[896;108],896,8,b,Cay,16,[8],solv,[8s;112s;112s]
GHAT[897;1],897,4,nb,Circ,4,[2;2],solv,[46s;78s;897s]
GHAT[897;2],897,4,nb,Circ,4,[2;2],solv,[26s;138s;897s]
GHAT[897;3],897,4,nb,Circ,4,[2;2],solv,[6s;598s;897s]
GHAT[898;1],898,4,b,Circ,4,[2],solv,[4c;4c;898s]
GHAT[899;1],899,4,nb,Circ,4,[2;2],solv,[58s;62s;899s]
GHAT[900;1],900,4,b,AbCay,8,[2;2;4],solv,[4s;30s;60s]
GHAT[900;2],900,6,nb,Cay,4,[2;2],solv,[9s;18s;20s]
GHAT[900;3],900,3,nb,Cay,4,[2;2],solv,[3s;12s;30s]
GHAT[900;4],900,3,nb,Cay,4,[2;2],solv,[3s;6s;60s]
GHAT[900;5],900,8,b,Cay,4,[2],solv,[10s;36c;36c]
GHAT[900;6],900,6,b,Cay,4,[2;2;2],solv,[10s;36s;36s]
GHAT[900;7],900,6,b,Cay,4,[2;2;2],solv,[12s;12s;30s]
GHAT[900;8],900,8,b,Cay,4,[2;2;2],solv,[12s;12s;30s]
GHAT[900;9],900,6,b,Cay,4,[2;2;2],solv,[6s;12s;60s]
GHAT[900;10],900,6,b,Cay,4,[2;2;2],solv,[6s;12s;60s]
